"Services and Packages ","","","","","","","","","","","","","",""
"V-38701","high","The TFTP daemon must operate in secure mode which provides access only to a single directory on the host file system.","Using the ""-s"" option causes the TFTP service to only serve files from the given directory. Serving files from an intentionally specified directory reduces the risk of sharing files which should remain private.","None","SV-50502r1_rule","F-43650r1_fix","If running the ""tftp"" service is necessary, it should be configured to change its root directory at startup. To do so, ensure ""/etc/xinetd.d/tftp"" includes ""-s"" as a command line argument, as shown in the following example (which is also the default):

server_args = -s /var/lib/tftpbootIf running the ""tftp"" service is necessary, it should be configured to change its root directory at startup. To do so, ensure ""/etc/xinetd.d/tftp"" includes ""-s"" as a command line argument, as shown in the following example (which is also the default):

server_args = -s /var/lib/tftpboot","C-46263r1_chk","Verify ""tftp"" is configured by with the ""-s"" option by running the following command:

grep ""server_args"" /etc/xinetd.d/tftp

The output should indicate the ""server_args"" variable is configured with the ""-s"" flag, matching the example below:

# grep ""server_args"" /etc/xinetd.d/tftp
server_args = -s /var/lib/tftpboot

If it does not, this is a finding.Verify ""tftp"" is configured by with the ""-s"" option by running the following command:

grep ""server_args"" /etc/xinetd.d/tftp

The output should indicate the ""server_args"" variable is configured with the ""-s"" flag, matching the example below:

# grep ""server_args"" /etc/xinetd.d/tftp
server_args = -s /var/lib/tftpboot

If it does not, this is a finding.","","","","",""
"V-38607","high","The SSH daemon must be configured to use only the SSHv2 protocol.","SSH protocol version 1 suffers from design flaws that result in security vulnerabilities and should not be used.","None","SV-50408r1_rule","F-43555r1_fix","Only SSH protocol version 2 connections should be permitted. The default setting in ""/etc/ssh/sshd_config"" is correct, and can be verified by ensuring that the following line appears:

Protocol 2Only SSH protocol version 2 connections should be permitted. The default setting in ""/etc/ssh/sshd_config"" is correct, and can be verified by ensuring that the following line appears:

Protocol 2","C-46165r1_chk","To check which SSH protocol version is allowed, run the following command:

# grep Protocol /etc/ssh/sshd_config

If configured properly, output should be

Protocol 2


If it is not, this is a finding.To check which SSH protocol version is allowed, run the following command:

# grep Protocol /etc/ssh/sshd_config

If configured properly, output should be

Protocol 2


If it is not, this is a finding.","","","","",""
"V-38614","high","The SSH daemon must not allow authentication using an empty password.","Configuring this setting for the SSH daemon provides additional assurance that remote login via SSH will require a password, even in the event of misconfiguration elsewhere.","None","SV-50415r1_rule","F-43562r1_fix","To explicitly disallow remote login from accounts with empty passwords, add or correct the following line in ""/etc/ssh/sshd_config"":

PermitEmptyPasswords no

Any accounts with empty passwords should be disabled immediately, and PAM configuration should prevent users from being able to assign themselves empty passwords.To explicitly disallow remote login from accounts with empty passwords, add or correct the following line in ""/etc/ssh/sshd_config"":

PermitEmptyPasswords no

Any accounts with empty passwords should be disabled immediately, and PAM configuration should prevent users from being able to assign themselves empty passwords.","C-46172r1_chk","To determine how the SSH daemon's ""PermitEmptyPasswords"" option is set, run the following command:

# grep -i PermitEmptyPasswords /etc/ssh/sshd_config

If no line, a commented line, or a line indicating the value ""no"" is returned, then the required value is set.
If the required value is not set, this is a finding.To determine how the SSH daemon's ""PermitEmptyPasswords"" option is set, run the following command:

# grep -i PermitEmptyPasswords /etc/ssh/sshd_config

If no line, a commented line, or a line indicating the value ""no"" is returned, then the required value is set.
If the required value is not set, this is a finding.","could put in password?","","","",""
"V-38611","medium","The SSH daemon must ignore .rhosts files.","SSH trust relationships mean a compromise on one host can allow an attacker to move trivially to other hosts.","None","SV-50412r1_rule","F-43559r1_fix","SSH can emulate the behavior of the obsolete rsh command in allowing users to enable insecure access to their accounts via "".rhosts"" files.

To ensure this behavior is disabled, add or correct the following line in ""/etc/ssh/sshd_config"":

IgnoreRhosts yesSSH can emulate the behavior of the obsolete rsh command in allowing users to enable insecure access to their accounts via "".rhosts"" files.

To ensure this behavior is disabled, add or correct the following line in ""/etc/ssh/sshd_config"":

IgnoreRhosts yes","C-46169r1_chk","To determine how the SSH daemon's ""IgnoreRhosts"" option is set, run the following command:

# grep -i IgnoreRhosts /etc/ssh/sshd_config

If no line, a commented line, or a line indicating the value ""yes"" is returned, then the required value is set.
If the required value is not set, this is a finding.To determine how the SSH daemon's ""IgnoreRhosts"" option is set, run the following command:

# grep -i IgnoreRhosts /etc/ssh/sshd_config

If no line, a commented line, or a line indicating the value ""yes"" is returned, then the required value is set.
If the required value is not set, this is a finding.","","","","",""
"V-38612","medium","The SSH daemon must not allow host-based authentication.","SSH trust relationships mean a compromise on one host can allow an attacker to move trivially to other hosts.","None","SV-50413r1_rule","F-43560r1_fix","SSH's cryptographic host-based authentication is more secure than "".rhosts"" authentication, since hosts are cryptographically authenticated. However, it is not recommended that hosts unilaterally trust one another, even within an organization.

To disable host-based authentication, add or correct the following line in ""/etc/ssh/sshd_config"":

HostbasedAuthentication noSSH's cryptographic host-based authentication is more secure than "".rhosts"" authentication, since hosts are cryptographically authenticated. However, it is not recommended that hosts unilaterally trust one another, even within an organization.

To disable host-based authentication, add or correct the following line in ""/etc/ssh/sshd_config"":

HostbasedAuthentication no","C-46170r1_chk","To determine how the SSH daemon's ""HostbasedAuthentication"" option is set, run the following command:

# grep -i HostbasedAuthentication /etc/ssh/sshd_config

If no line, a commented line, or a line indicating the value ""no"" is returned, then the required value is set.
If the required value is not set, this is a finding.To determine how the SSH daemon's ""HostbasedAuthentication"" option is set, run the following command:

# grep -i HostbasedAuthentication /etc/ssh/sshd_config

If no line, a commented line, or a line indicating the value ""no"" is returned, then the required value is set.
If the required value is not set, this is a finding.","","","","",""
"V-38617","medium","The SSH daemon must be configured to use only FIPS 140-2 approved ciphers.","Approved algorithms should impart some level of confidence in their implementation. These are also required for compliance.","None","SV-50418r1_rule","F-43566r1_fix","Limit the ciphers to those algorithms which are FIPS-approved. Counter (CTR) mode is also preferred over cipher-block chaining (CBC) mode. The following line in ""/etc/ssh/sshd_config"" demonstrates use of FIPS-approved ciphers:

Ciphers aes128-ctr,aes192-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes192-cbc,aes256-cbc

The man page ""sshd_config(5)"" contains a list of supported ciphers.Limit the ciphers to those algorithms which are FIPS-approved. Counter (CTR) mode is also preferred over cipher-block chaining (CBC) mode. The following line in ""/etc/ssh/sshd_config"" demonstrates use of FIPS-approved ciphers:

Ciphers aes128-ctr,aes192-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes192-cbc,aes256-cbc

The man page ""sshd_config(5)"" contains a list of supported ciphers.","C-46176r1_chk","Only FIPS-approved ciphers should be used. To verify that only FIPS-approved ciphers are in use, run the following command:

# grep Ciphers /etc/ssh/sshd_config

The output should contain only those ciphers which are FIPS-approved, namely, the AES and 3DES ciphers.
If that is not the case, this is a finding.Only FIPS-approved ciphers should be used. To verify that only FIPS-approved ciphers are in use, run the following command:

# grep Ciphers /etc/ssh/sshd_config

The output should contain only those ciphers which are FIPS-approved, namely, the AES and 3DES ciphers.
If that is not the case, this is a finding.","","","","",""
"V-38608","low","The SSH daemon must set a timeout interval on idle sessions.","Causing idle users to be automatically logged out guards against compromises one system leading trivially to compromises on another.","None","SV-50409r1_rule","F-43556r1_fix","SSH allows administrators to set an idle timeout interval. After this interval has passed, the idle user will be automatically logged out.

To set an idle timeout interval, edit the following line in ""/etc/ssh/sshd_config"" as follows:

ClientAliveInterval [interval]

The timeout [interval] is given in seconds. To have a timeout of 15 minutes, set [interval] to 900.

If a shorter timeout has already been set for the login shell, that value will preempt any SSH setting made here. Keep in mind that some processes may stop SSH from correctly detecting that the user is idle.","C-46167r1_chk","Run the following command to see what the timeout interval is:

# grep ClientAliveInterval /etc/ssh/sshd_config

If properly configured, the output should be:

ClientAliveInterval 900


If it is not, this is a finding.","","","","",""
"V-38610","low","The SSH daemon must set a timeout count on idle sessions.","This ensures a user login will be terminated as soon as the ""ClientAliveCountMax"" is reached.","None","SV-50411r1_rule","F-43558r1_fix","To ensure the SSH idle timeout occurs precisely when the ""ClientAliveCountMax"" is set, edit ""/etc/ssh/sshd_config"" as follows:

ClientAliveCountMax 0","C-46168r1_chk","To ensure the SSH idle timeout will occur when the ""ClientAliveCountMax"" is set, run the following command:

# grep ClientAliveCountMax /etc/ssh/sshd_config

If properly configured, output should be:

ClientAliveCountMax 0


If it is not, this is a finding.","","","","",""
"V-38616","low","The SSH daemon must not permit user environment settings.","SSH environment options potentially allow users to bypass access restriction in some configurations.","None","SV-50417r1_rule","F-43565r1_fix","To ensure users are not able to present environment options to the SSH daemon, add or correct the following line in ""/etc/ssh/sshd_config"":

PermitUserEnvironment no","C-46175r1_chk","To ensure users are not able to present environment daemons, run the following command:

# grep PermitUserEnvironment /etc/ssh/sshd_config

If properly configured, output should be:

PermitUserEnvironment no


If it is not, this is a finding.","","","","",""
"V-38615","medium","The SSH daemon must be configured with the Department of Defense (DoD) login banner.","The warning message reinforces policy awareness during the logon process and facilitates possible legal action against attackers. Alternatively, systems whose ownership should not be obvious should ensure usage of a banner that does not provide easy attribution.","None","SV-50416r1_rule","F-43563r1_fix","To enable the warning banner and ensure it is consistent across the system, add or correct the following line in ""/etc/ssh/sshd_config"":

Banner /etc/issue

Another section contains information on how to create an appropriate system-wide warning banner.","C-46173r1_chk","To determine how the SSH daemon's ""Banner"" option is set, run the following command:

# grep -i Banner /etc/ssh/sshd_config

If a line indicating /etc/issue is returned, then the required value is set.
If the required value is not set, this is a finding.","DoD login banner","","","",""
"V-38599","medium","The FTPS/FTP service on the system must be configured with the Department of Defense (DoD) login banner.","This setting will cause the system greeting banner to be used for FTP connections as well.","None","SV-50400r2_rule","F-43564r3_fix","Edit the vsftpd configuration file, which resides at ""/etc/vsftpd/vsftpd.conf"" by default. Add or correct the following configuration options.

banner_file=/etc/issue

Restart the vsftpd daemon.

# service vsftpd restart","C-46174r1_chk","To verify this configuration, run the following command:

grep ""banner_file"" /etc/vsftpd/vsftpd.conf

The output should show the value of ""banner_file"" is set to ""/etc/issue"", an example of which is shown below.

# grep ""banner_file"" /etc/vsftpd/vsftpd.conf
banner_file=/etc/issue


If it does not, this is a finding.","","","","",""
"V-38702","low","The FTP daemon must be configured for logging or verbose mode.","To trace malicious activity facilitated by the FTP service, it must be configured to ensure that all commands sent to the ftp server are logged using the verbose vsftpd log format. The default vsftpd log file is /var/log/vsftpd.log.","None","SV-50503r1_rule","F-43651r1_fix","Add or correct the following configuration options within the ""vsftpd"" configuration file, located at ""/etc/vsftpd/vsftpd.conf"".

xferlog_enable=YES
xferlog_std_format=NO
log_ftp_protocol=YES","C-46264r1_chk","Find if logging is applied to the ftp daemon.

Procedures:

If vsftpd is started by xinetd the following command will indicate the xinetd.d startup file.

# grep vsftpd /etc/xinetd.d/*



# grep server_args [vsftpd xinetd.d startup file]

This will indicate the vsftpd config file used when starting through xinetd. If the [server_args]line is missing or does not include the vsftpd configuration file, then the default config file (/etc/vsftpd/vsftpd.conf) is used.

# grep xferlog_enable [vsftpd config file]


If xferlog_enable is missing, or is not set to yes, this is a finding.","","","","",""
